name,genre
Mo Gyutto Love de Sekkinchuu!,Music
Mo fa a ma,"Adventure, Fantasy"
Mob Psycho 100,"Action, Comedy, Slice of Life, Supernatural"
Mobile Fighter G Gundam,"Adventure, Comedy, Drama, Martial Arts, Mecha, Romance, Sci-Fi, Space, Sports"
Mobile Police Patlabor,"Comedy, Mecha, Police, Sci-Fi"
Mobile Police Patlabor 2: The Movie,"Drama, Mecha, Mystery, Police, Sci-Fi"
Mobile Police Patlabor Reboot,"Comedy, Mecha, Police, Sci-Fi"
Mobile Police Patlabor: MiniPato,Parody
Mobile Police Patlabor: On Television,"Comedy, Mecha, Police, Sci-Fi"
Mobile Police Patlabor: The Movie,"Drama, Mecha, Military, Police"
Mobile Police Patlabor: The New Files,"Comedy, Mecha, Police, Sci-Fi"
Mobile Police Patlabor: WXIII,"Mecha, Police, Sci-Fi"
Mobile Suit Gundam,"Action, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam 00,"Action, Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam 00 Second Season,"Action, Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam 00 Special Edition,"Action, Drama, Mecha, Military, Sci-Fi"
Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,"Action, Mecha, Sci-Fi, Space"
Mobile Suit Gundam 0080: War in the Pocket,"Adventure, Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam 0083: Stardust Memory,"Adventure, Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,"Action, Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam 0083: The Fading Light of Zeon,"Action, Adventure, Mecha, Sci-Fi, Space"
Mobile Suit Gundam 00: Tenshitachi no Kiseki,"Action, Mecha, Sci-Fi"
Mobile Suit Gundam AGE,"Action, Mecha, Sci-Fi, Space"
Mobile Suit Gundam AGE: Memory of Eden,"Action, Drama, Mecha, Military, Sci-Fi"
Mobile Suit Gundam Battlefield Record: Avant-Title,"Mecha, Sci-Fi, Space"
Mobile Suit Gundam F91,"Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam I,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam II: Soldiers of Sorrow,"Action, Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam III: Encounters in Space,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront,"Mecha, Sci-Fi"
Mobile Suit Gundam MS IGLOO: Apocalypse 0079,"Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam MS IGLOO: The Hidden One Year War,"Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam Seed,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space"
Mobile Suit Gundam Seed C.E.73: Stargazer,"Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam Seed Destiny,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space"
Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future,"Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam Seed Destiny Special Edition,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space"
Mobile Suit Gundam Seed MSV Astray,"Mecha, Military, Sci-Fi, Shounen, Space"
Mobile Suit Gundam Seed Special Edition,"Action, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam Seed: After-Phase Between the Stars,"Action, Drama, Mecha, Sci-Fi"
Mobile Suit Gundam Seed: Seed Supernova - Tanekyara Gekijou,"Comedy, Parody"
Mobile Suit Gundam Thunderbolt,"Action, Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam Thunderbolt: December Sky,"Action, Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam Unicorn,"Action, Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam Unicorn RE:0096,"Action, Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam Unicorn: Episode EX - 100 Years of Solitude,"Drama, Mecha, Military"
Mobile Suit Gundam Unicorn: One of Seventy Two,Mecha
Mobile Suit Gundam Wing,"Action, Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam Wing: Endless Waltz,"Action, Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam Wing: Endless Waltz Movie,"Action, Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam Wing: Operation Meteor,"Action, Adventure, Drama, Mecha, Military, Psychological, Sci-Fi, Space"
Mobile Suit Gundam ZZ,"Comedy, Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam ZZ: Gundam Frag.,"Action, Mecha, Military, Sci-Fi"
Mobile Suit Gundam-san,"Comedy, Mecha, Parody"
Mobile Suit Gundam: Char&#039;s Counterattack,"Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam: Iron-Blooded Orphans,"Action, Drama, Mecha, Sci-Fi, Space"
Mobile Suit Gundam: More Information on the Universal Century,"Mecha, Military, Sci-Fi, Space"
Mobile Suit Gundam: The 08th MS Team,"Adventure, Drama, Mecha, Military, Romance, Sci-Fi"
Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension,"Action, Mecha, Military"
Mobile Suit Gundam: The 08th MS Team - Miller&#039;s Report,"Drama, Mecha, Military, Romance, Sci-Fi"
Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,"Mecha, Military"
Mobile Suit SD Gundam Mk I,"Mecha, Parody, Sci-Fi"
Mobile Suit SD Gundam Mk II,"Mecha, Parody, Sci-Fi"
Mobile Suit SD Gundam Mk III,"Mecha, Parody, Sci-Fi"
Mobile Suit SD Gundam Mk IV,"Mecha, Parody, Sci-Fi"
Mobile Suit SD Gundam Mk V,"Comedy, Mecha, Parody, Sci-Fi"
Mobile Suit SD Gundam&#039;s Counterattack,"Comedy, Mecha, Parody"
Mobile Suit Victory Gundam,"Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Zeta Gundam,"Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,"Drama, Mecha, Military, Sci-Fi, Space"
Mobile Suit Zeta Gundam: A New Translation II - Lovers,"Drama, Mecha, Military, Romance, Sci-Fi, Space"
Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,"Drama, Mecha, Military, Sci-Fi, Space"
Moekan The Animation,"Comedy, Romance"
Moero Arthur: Hakuba no Ouji,"Adventure, Drama, Historical, Romance"
Moero! Top Striker,"Action, Shounen, Sports"
Moetan,"Comedy, Ecchi, Magic, School"
Moetan Specials,"Comedy, Ecchi, Magic, School"
Mofukuzuma,Hentai
Mogu Mogu,Music
Mojakou,"Comedy, Fantasy, Sci-Fi"
Moke Moke Taishou Dendo Musume Arisa,"Hentai, Mecha"
Mokei Senshi Gunpla Builders Beginning G,"Action, Mecha, Sci-Fi, Shounen"
Mokkai Shiyo?,Hentai
Mokke,"Mystery, Slice of Life, Supernatural"
Mokke Specials,"Mystery, Slice of Life, Supernatural"
Moldiver,"Action, Comedy, Magic, Mecha, Romance, Sci-Fi"
Molly Star-Racer,"Mecha, Music"
Momiji,"Hentai, School"
Momo Kyun Sword,"Comedy, Ecchi, Fantasy"
Momo e no Tegami,"Drama, Supernatural"
Momoiro Milk,Hentai
Momoiro Sisters,"Comedy, Slice of Life"
Momoko,"Hentai, Romance"
"Momoko, Kaeru no Uta ga Kikoeru yo.","Drama, School, Slice of Life"
Momokuri,"Comedy, Romance, Slice of Life"
Momone,Hentai
Momotarou,Drama
Momotarou Densetsu,"Adventure, Comedy"
Momotarou no Umiwashi,"Historical, Kids, Military"
Momotarou: Umi no Shinpei,"Action, Military"
MonHun Nikki Girigiri Airou Mura G,"Action, Comedy"
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"Comedy, Fantasy, Supernatural"
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,"Fantasy, Supernatural"
Monkey Magic,"Adventure, Fantasy, Kids"
Monkey Punch no Sekai: Alice,"Action, Comedy, Ecchi"
Monkey Punch: Manga Katsudou Daishashin,"Action, Adventure, Comedy, Ecchi, Parody, Seinen"
Monkey Turn,"Drama, Sports"
Monkey Turn V,"Action, Drama, Sports"
Monochrome Factor,"Action, Shounen Ai, Supernatural"
Monogatari Series: Second Season,"Comedy, Mystery, Romance, Supernatural, Vampire"
Mononoke,"Demons, Fantasy, Historical, Horror, Mystery, Seinen, Supernatural"
Mononoke Dance,"Dementia, Music"
Mononoke Hime,"Action, Adventure, Fantasy"
Monotonous Purgatory,Music
Monster,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller"
Monster Extra,"Drama, Horror, Mystery, Seinen"
Monster Farm: Enbanseki no Himitsu,"Action, Adventure, Comedy, Fantasy"
Monster Farm: Legend e no Michi,"Action, Adventure, Comedy, Fantasy"
Monster High: Kowa-ike Girls,"Kids, Shoujo, Supernatural"
Monster Musume no Iru Nichijou,"Comedy, Ecchi, Fantasy, Harem, Romance, Seinen"
Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,"Comedy, Slice of Life"
Monster Strike,"Action, Fantasy, Game"
Monster Strike: Mermaid Rhapsody,"Action, Fantasy, Game"
Monster Strike: Rain of Memories,"Action, Fantasy, Game"
Monster ni Natta Domerica,"Action, Fantasy"
Montana Jones,"Adventure, Comedy"
Moon Festa,Music
Moon Pride,"Magic, Music, Romance, Supernatural"
Moonlight Mile 1st Season: Lift Off,"Adventure, Drama, Sci-Fi, Space"
Moonlight Mile 2nd Season: Touch Down,"Adventure, Drama, Sci-Fi, Space"
Moonlight Sonata,Hentai
Moonrakers,"Drama, Sci-Fi, Space"
Mori no Andou,Comedy
Mori no Densetsu,"Adventure, Drama, Fantasy, Music"
Mori no Densetsu: Dai Ni Gakushou,Fantasy
Mori no Ongakutai,"Fantasy, Kids"
Mori no Tonto-tachi,"Fantasy, Kids"
Mori no Youki na Kobito-tachi: Belfy to Lillibit,"Adventure, Comedy, Fantasy"
Mori no e,"Kids, Music"
Morita-san wa Mukuchi,"Comedy, School, Slice of Life"
Morita-san wa Mukuchi.,"Comedy, School, Slice of Life"
Morita-san wa Mukuchi. 2,"Comedy, School, Slice of Life"
Morita-san wa Mukuchi. Specials,"Comedy, School, Slice of Life"
Moshidora,"Drama, Sports"
Mother: Saigo no Shoujo Eve,"Adventure, Drama, Sci-Fi"
Mottainai,Slice of Life
Motto To LOVE-Ru,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen"
Motto! Ojamajo Doremi,"Comedy, Fantasy, Magic, Shoujo"
Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,"Kids, Magic, Shoujo"
Mou Hasamazu ni wa Irarenai♥: Hoshi ni Onegai shitara Konnani Okkiku Nacchatta!,Hentai
Mou Hitotsu no Mirai wo.,Sci-Fi
Mouretsu Pirates,"Sci-Fi, Space"
Mouretsu Pirates: Abyss of Hyperspace,"Sci-Fi, Space"
Mouryou Senki Madara,"Adventure, Demons, Shounen, Supernatural"
Mouryou no Hako,"Mystery, Seinen, Supernatural, Thriller"
Mouryou no Hako Special,"Mystery, Seinen, Supernatural, Thriller"
Mouryou no Nie,"Hentai, Horror, Supernatural"
Mouse,"Action, Comedy, Ecchi, Harem, Shounen"
Mouse and His Child,Adventure
Mousou Dairinin,"Drama, Mystery, Police, Psychological, Supernatural, Thriller"
Mousou Kagaku Series: Wandaba Style,"Comedy, Sci-Fi"
Moving Colors,Dementia
Moyashimon,"Comedy, School, Supernatural"
Moyashimon CGI Anime,"Comedy, School, Supernatural"
Moyashimon Returns,"Comedy, School, Supernatural"
Moyashimon: Kin Gekijou Deluxe,Comedy
Mozu no Nie,"Hentai, Historical, Mystery"
Mrs. Junkie,Hentai
Mu Di,Music
Mudai,"Drama, Music, Romance, Slice of Life"
Mudazumo Naki Kaikaku: The Legend of Koizumi,"Comedy, Game, Parody, Seinen"
Mugen Kouro,"Action, Sci-Fi, Space"
Mugen Senshi Valis,"Action, Adventure, Fantasy"
Mugen Shinshi: Bouken Katsugeki-hen,"Fantasy, Horror, Mystery"
Mugen no Kyoukai,"Fantasy, Hentai, Supernatural"
Mugen no Ryvius,"Drama, Mecha, Military, Psychological, Sci-Fi, Space"
Mugen no Ryvius: Illusion,Comedy
Mujaki no Rakuen,"Comedy, Ecchi, Romance, School, Seinen"
Mujigen Hunter Fandora,"Adventure, Fantasy, Sci-Fi"
Mujin Wakusei Survive,"Action, Adventure, Fantasy, Sci-Fi, Slice of Life"
Mujintou Monogatari X,Hentai
Mujintou Monogatari XX,Hentai
Muka Muka Paradise,"Adventure, Comedy"
Mukougaoka Chisato wa Tada Mitsumeteita no Datta,Music
Mune Kyun! Heartful Cafe,Hentai
Munto,"Fantasy, Magic, Romance"
Munto: Toki no Kabe wo Koete,"Action, Fantasy, Magic, Super Power"
Mura Matsuri,Music
Muramasa,"Historical, Horror, Martial Arts, Samurai"
Murder,"Mystery, Parody, Vampire"
Murder Princess,"Action, Adventure, Fantasy"
Musaigen no Phantom World,"Action, Comedy, Fantasy, Slice of Life, Supernatural"
Musaigen no Phantom World Special,"Action, Comedy, Fantasy, Supernatural"
Musaigen no Phantom World: Limitless Phantom World,"Comedy, Fantasy, Supernatural"
Musashi no Ken,"Shounen, Sports"
Musekinin Kanchou Tylor,"Comedy, Military, Parody, Sci-Fi, Space"
Musekinin Kanchou Tylor OVA,"Adventure, Comedy, Drama, Military, Sci-Fi, Space"
Mushi no Tameiki,Music
Mushi-Uta,"Action, Fantasy, Sci-Fi"
Mushibugyou,"Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power"
Mushibugyou OVA,"Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power"
Mushishi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural"
Mushishi Special: Hihamukage,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural"
Mushishi Zoku Shou,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural"
Mushishi Zoku Shou 2nd Season,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural"
Mushishi Zoku Shou: Odoro no Michi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural"
Mushishi Zoku Shou: Suzu no Shizuku,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural"
Mushrambo,"Adventure, Drama, Fantasy, Sci-Fi, Shounen"
Mushrambo (2008),"Action, Adventure, Fantasy, Sci-Fi"
Music S.T.A.R.T!!,Music
Musuko no Tomodachi ni Okasarete,Hentai
Mutant Turtles: Choujin Densetsu-hen,"Action, Adventure, Comedy, Sci-Fi, Super Power"
Muteki Choujin Zanbot 3,"Action, Drama, Mecha, Sci-Fi, Shounen"
Muteki Kanban Musume,"Action, Comedy, Martial Arts, Parody, Shounen"
Muteki Koujin Daitarn 3,"Mecha, Sci-Fi"
Muteki Robo Trider G7,"Comedy, Mecha, Sci-Fi, Space"
Mutekiou Tri-Zenon,"Mecha, Sci-Fi"
Mutsu Enmei Ryuu Gaiden: Shura no Toki,"Action, Historical, Martial Arts, Samurai, Shounen"
Muu no Hakugei,"Action, Fantasy, Sci-Fi"
Muumin,"Adventure, Comedy, Fantasy, Slice of Life"
Muumin (1972),"Adventure, Comedy, Fantasy, Slice of Life"
Muumindani no Suisei,"Adventure, Comedy, Fantasy, Kids"
Muv-Luv Alternative: Total Eclipse,"Action, Mecha, Military, Sci-Fi"
Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special,"Action, Mecha, Military, Sci-Fi"
Muybridge no Ito,Drama
My Imouto: Koakuma na A-Cup,Hentai
My Life,"Drama, Slice of Life"
My Life As,"Comedy, Hentai, Yuri"
My Melody no Akazukin,"Fantasy, Kids"
Myself ; Yourself Specials,"Drama, Romance, School"
Myself; Yourself,"Drama, Romance, School"
MÄR,"Action, Adventure, Comedy, Fantasy, Shounen"
NG Knight Ramune &amp; 40,"Adventure, Comedy, Fantasy, Mecha, Shounen"
NG Knight Ramune &amp; 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,"Adventure, Comedy, Fantasy, Shounen"
NG Knight Ramune &amp; 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,"Adventure, Comedy, Fantasy, Mecha, Shounen"
NHK ni Youkoso!,"Comedy, Drama, Psychological, Romance"
Nabari no Ou,"Action, Comedy, Drama, Fantasy, Shounen, Supernatural"
Nagagutsu Sanjuushi,"Adventure, Fantasy, Kids"
Nagagutsu wo Haita Neko,"Adventure, Fantasy, Kids"
Nagagutsu wo Haita Neko no Bouken,"Adventure, Fantasy"
Nagagutsu wo Haita Neko: 80 Nichikan Sekai Isshuu,"Adventure, Kids"
Nagareboshi Lens,"Romance, Shoujo"
Nagareboshi Lens Specials,"Romance, Shoujo"
Nagasarete Airantou,"Comedy, Ecchi, Fantasy, Harem, Romance"
Nagato Yuki-chan no Shoushitsu,"Comedy, Romance, School, Seinen, Slice of Life"
Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,"Comedy, Seinen, Slice of Life"
Nageki no Kenkou Yuuryouji,"Comedy, Hentai, Yuri"
Nagi no Asukara,"Drama, Fantasy, Romance"
Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,"Action, Drama, Police, Seinen"
Naisho no Tsubomi,"Kids, Romance, School, Shoujo, Slice of Life, Supernatural"
Naisho no Wakana-san,Hentai
Najica Dengeki Sakusen,"Action, Comedy, Ecchi, Sci-Fi"
Naked Wolves,"Action, Comedy, Kids, Sports"
Nakedyouth,"Romance, Shounen Ai, Slice of Life, Sports"
Nakoruru: Ano Hito kara no Okurimono,"Drama, Fantasy, Historical, Supernatural"
Nama Lo Re: Furachimono The Animation,Hentai
Nama Lo Re: Namakemono The Animation,Hentai
Namaiki: Kissuisou e Youkoso! The Animation,Hentai
Namakura Gatana,"Comedy, Samurai"
Namanaka Hyaku Percent!: Katamusubi no Shinpa,Hentai
Nameko-ke no Ichizoku,"Comedy, Slice of Life"
Nami,Dementia
Namiuchigiwa no Muromi-san,"Comedy, Fantasy, Slice of Life"
Namiuchigiwa no Muromi-san OVA,"Comedy, Fantasy, Slice of Life"
Nana,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life"
Nana Recaps,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life"
Nana Toshi Monogatari: Hokkyokukai Sensen,"Drama, Sci-Fi"
Nana to Kaoru,"Comedy, Ecchi, Romance, Seinen"
Nanairo Kakumei,"Comedy, School, Shoujo"
Nanaka 6/17,"Comedy, Drama, Romance, Shounen, Slice of Life"
Nanaka 6/17 Special,"Comedy, Drama, Romance, Shounen, Slice of Life"
Nanako Kaitai Shinsho,"Comedy, Mecha, Military, Sci-Fi"
Nanako SOS,"Comedy, Parody, Romance, Super Power"
Nanami-chan,"Comedy, Kids"
Nanami-chan 2nd Series,"Comedy, Kids"
Nanami-chan 3rd Series,"Comedy, Kids"
Nanase Ren,Hentai
Nanatsu no Taizai,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural"
Nanatsu no Taizai OVA,"Action, Adventure, Fantasy, Shounen, Supernatural"
Nanatsu no Taizai: Seisen no Shirushi,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural"
Nanatsu no Umi no Tico,"Adventure, Slice of Life"
Nanatsu-iro★Drops,"Magic, Romance, School"
Nandaka Velonica,"Comedy, Fantasy, Kids"
Nandarou,Comedy
Nankyoku 28 Gou,Hentai
Nanmu Ichibyousokusai,"Historical, Music"
Nansensu Monogatari Dai Ippen: Sarugashima,Adventure
Nara Shika Monogatari,Comedy
Narue no Sekai,"Comedy, Romance, Sci-Fi"
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,"Drama, Seinen, Thriller"
Naruto,"Action, Comedy, Martial Arts, Shounen, Super Power"
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,"Adventure, Comedy, Drama, Historical, Shounen, Supernatural"
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural"
Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,"Action, Adventure"
Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen taikai Kaisai!!,"Adventure, Comedy, Game, Shounen"
Naruto SD: Rock Lee no Seishun Full-Power Ninden,"Action, Comedy, Parody"
Naruto Shippuuden: Shippuu! &quot;Konoha Gakuen&quot; Den,Comedy
Naruto Shippuuden: Sunny Side Battle,"Action, Comedy, Martial Arts, Shounen, Super Power"
Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,"Action, Comedy, Martial Arts, Shounen, Super Power"
Naruto x UT,"Action, Comedy, Martial Arts, Shounen, Super Power"
Naruto: Akaki Yotsuba no Clover wo Sagase,"Adventure, Comedy, Shounen"
Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! Special: Konoha Annual Sports Festival,"Action, Comedy, Fantasy, Martial Arts, Shounen, Sports"
Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,"Action, Adventure, Martial Arts, Shounen, Super Power"
Naruto: Shippuuden Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen"
Naruto: Shippuuden Movie 2 - Kizuna,"Action, Martial Arts, Shounen, Supernatural"
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,"Action, Comedy, Martial Arts, Shounen, Super Power"
Naruto: Shippuuden Movie 4 - The Lost Tower,"Action, Comedy, Martial Arts, Shounen, Super Power"
Naruto: Shippuuden Movie 5 - Blood Prison,"Action, Adventure, Martial Arts, Mystery, Shounen, Super Power"
Naruto: Shippuuden Movie 6 - Road to Ninja,"Action, Adventure, Martial Arts, Shounen, Super Power"
Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,"Action, Adventure, Comedy, Shounen, Super Power"
Naruto: The Cross Roads,"Action, Adventure, Comedy, Shounen"
Nasu: Andalusia no Natsu,"Action, Seinen, Sports"
Nasu: Suitcase no Wataridori,"Drama, Seinen, Sports"
Natsu e no Tobira,"Drama, Romance, Shoujo, Shounen Ai"
Natsu no Arashi!,"Comedy, Romance, Supernatural"
Natsu no Arashi! Akinaichuu,"Comedy, Romance, Supernatural"
"Natsu-iro Egao de 1, 2, Jump!",Music
Natsu-iro Kiseki,"School, Slice of Life, Supernatural"
Natsu-iro Kiseki: 15-kaime no Natsuyasumi,Slice of Life
Natsu-iro no Sunadokei,"Drama, Romance, Sci-Fi"
Natsufuku no Shoujo-tachi,"Drama, Historical"
Natsuki Crisis,"Action, Martial Arts, School"
Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural"
Natsume Yuujinchou San,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural"
Natsume Yuujinchou Shi,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural"
Natsume Yuujinchou: Itsuka Yuki no Hi ni,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural"
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural"
Natsumushi The Animation,Hentai
Natsuyasumi.,"Hentai, Yaoi"
Natsuyuki Rendezvous,"Drama, Josei, Romance, Supernatural"
Natural,Hentai
Natural 2: Duo,Hentai
Natural: Another,"Hentai, Romance"
Nazo no Kanojo X,"Ecchi, Romance, School, Seinen"
Nazo no Kanojo X: Nazo no Natsu Matsuri,"Ecchi, Mystery, Romance, Seinen"
Nebula feat. Hatsune Miku,Music
Nee Summer!,Hentai
"Nee, Chanto Shiyou Yo!",Hentai
Needless,"Action, Comedy, Ecchi, Sci-Fi, Super Power"
Needless Specials,"Comedy, Ecchi, School"
Negima!?,"Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Supernatural"
Negima!? Haru Special!?,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, Shounen, Super Power"
Negima!? Natsu Special!?,"Comedy, Ecchi, Fantasy, Romance"
Nejimaki Seirei Senki: Tenkyou no Alderamin,"Action, Adventure, Fantasy, Military"
Nekketsu Uchuujin,"Comedy, Sci-Fi"
Nekko-kun,"Kids, Music"
Neko Machi,"Fantasy, Horror"
Neko Neko Fantasia,Comedy
Neko Ramen,Comedy
Neko Ramen: Ore no Shouyu Aji,Comedy
Neko no Ongaeshi,"Adventure, Drama, Fantasy"
Nekogami Yaoyorozu,"Comedy, Seinen, Slice of Life, Supernatural"
Nekogami Yaoyorozu Specials,"Comedy, Seinen, Supernatural"
Nekogami Yaoyorozu: Ohanami Ghostbusters,"Comedy, Seinen, Supernatural"
Nekojiru Gekijou Jirujiru Original,"Action, Comedy"
Nekojiru-sou,"Comedy, Dementia, Psychological"
Nekomonogatari: Kuro,"Comedy, Romance, Supernatural"
Nekota no Koto ga Kininatte Shikatanai. (ONA),"School, Shoujo"
Nemuranu Machi no Cinderella: Hirose Ryouichi - Memorial Date,Romance
"Nemure Omoi Ko, Sora no Shitone ni","Adventure, Drama, Space"
Nendo no Tatakai,"Comedy, Fantasy"
Nendo no Tatakai 2,"Comedy, Fantasy"
Neo Angelique Abyss,"Comedy, Fantasy, Harem, Romance, Shoujo"
Neo Angelique Abyss: Second Age,"Adventure, Fantasy, Harem, Shoujo"
Neo Faust,Supernatural
Neo Ranga,"Adventure, Horror, Mecha"
Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,Comedy
Neon Genesis Evangelion,"Action, Dementia, Drama, Mecha, Psychological, Sci-Fi"
Neon Genesis Evangelion: Death &amp; Rebirth,"Drama, Mecha, Psychological, Sci-Fi"
Neon Genesis Evangelion: The End of Evangelion,"Dementia, Drama, Mecha, Psychological, Sci-Fi"
Neppuu Kairiku Bushi Road,"Action, Fantasy, Mecha, Sci-Fi"
Nerawareta Gakuen,"Romance, School, Sci-Fi"
Nerawareta Megami Tenshi Angeltia: Mamotta Ningentachi ni Uragirarete,Hentai
Nerima Daikon Brothers,"Comedy, Music"
Nessa no Wakusei,"Hentai, Sci-Fi"
Net Ghost Pipopa,"Action, Adventure, Comedy, Kids, Sci-Fi, Shounen"
Netoge no Yome wa Onnanoko ja Nai to Omotta?,"Comedy, Ecchi, Game, Romance, School"
Netorare Fighter Yaricchingu!,Hentai
Netorare Zuma,Hentai
Netorare: Tanabe Yuuka no Dokuhaku,Hentai
Netoraserare,Hentai
Netrun-mon the Movie,Comedy
New Dominion Tank Police,"Comedy, Mecha, Police, Sci-Fi, Shounen"
New Dream Hunter Rem: Setsuriku no Mudenmekyu,"Ecchi, Magic"
New Dream Hunter Rem: Yume no Kishitachi,"Ecchi, Magic"
New Game!,"Comedy, Slice of Life"
New Hal &amp; Bons,"Comedy, Slice of Life"
New Initial D Movie: Legend 1 - Kakusei,"Action, Cars, Seinen, Sports"
New Initial D Movie: Legend 2 - Tousou,"Cars, Seinen, Sports"
New Initial D Movie: Legend 3 - Mugen,"Cars, Seinen, Sports"
New Mobile Report Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,"Action, Mecha, Sci-Fi"
New Prince of Tennis,"Action, Comedy, Shounen, Sports"
New Prince of Tennis OVA vs. Genius10,"Action, Comedy, Shounen, Sports"
New Prince of Tennis Specials,"Action, Comedy, Shounen, Sports"
Newmanoid Cam: Cam Castin,Hentai
Next A-Class,"Action, Cars, Sci-Fi"
